supplier,item_code,item_description,retail_sales,retail_transfers,warehouse_sales,date,cpi,unemployment_rate,fuel_price,competitor_price,customer_rating,lag_sales_1,rolling_mean_sales_7,item_type_DUNNAGE,item_type_KEGS,item_type_LIQUOR,item_type_NON-ALCOHOL,item_type_REF,item_type_STR_SUPPLIES,item_type_WINE,brand_Budweiser,brand_Corona,brand_Generic Brand,brand_Jack Daniel's,brand_Smirnoff,brand_Sutter Home,region_North,region_South,region_West,payment_method_Credit Card,payment_method_Online,weather_Rainy,weather_Sunny
SAZERAC CO,35637,FLEISCHMANN'S VODKA - 1.75L,53.56,49.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,51.70651595232668,4.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
SAZERAC CO,35580,FLEISCHMANN'S VODKA - 1L,2.8,3.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,2.8325998076464414,4.9,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
E & J GALLO WINERY,84485,FLEUR DE MER ROSE - 750ML,48.74,53.0,39.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,49.154436460306435,4.7,10.0,24.5,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
MHW LTD,85653,FLEUR DE ROC ST EMILION - 750ML,0.56,1.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.5689108622067189,3.8,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False
MONSIEUR TOUTON SELECTION,314915,FLEUR DES TEMPLIERS MAL - 750ML,0.0,0.0,10.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,0.0,4.0,3.0,6.5,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
MONSIEUR TOUTON SELECTION,314915,FLEUR DES TEMPLIERS MAL - 750ML,0.0,0.0,3.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.0,4.2,10.0,5.333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False
REPUBLIC NATIONAL DISTRIBUTING CO,77780,FLEUR DU CAP P/TAGE - 750ML,0.08,0.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.07695249106126027,4.5,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False
DEUTSCH FAMILY WINE & SPIRITS,166327,FLEURS DE PRAIRIE ROSE - 750ML,4.0,4.42,4.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,4.149214039764686,4.6,8.0,6.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
DEUTSCH FAMILY WINE & SPIRITS,166327,FLEURS DE PRAIRIE ROSE - 750ML,6.95,10.0,11.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,6.942471394467649,4.5,4.0,7.666666666666667,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
DEUTSCH FAMILY WINE & SPIRITS,166327,FLEURS DE PRAIRIE ROSE - 750ML,5.26,5.0,8.0,2020-09-01,104.67309393453672,5.066327815175181,3.2078787595436165,5.428445059189526,3.8,11.0,7.75,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
PERNOD RICARD USA LLC,84583,FLIGHT SONG SAUV BLANC - 750ML,5.94,9.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,6.183141267060699,3.7,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
THE WINE GROUP,80122,FLIPFLOP CAB - 750ML,4.02,2.0,4.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,4.127299691148835,4.9,5.0,4.5,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
THE WINE GROUP,80089,FLIPFLOP CHARD - 750ML,2.76,2.0,2.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,2.7314457278528543,4.1,5.0,3.5,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
THE WINE GROUP,80007,FLIPFLOP MOSCATO - 1.5L,0.0,0.0,1.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.0,4.5,2.0,1.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
THE WINE GROUP,80056,FLIPFLOP MOSCATO - 750ML,2.24,3.0,2.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,2.323782413504327,4.3,1.0,1.5,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False
THE WINE GROUP,80211,FLIPFLOP P/GRIG - 750ML,2.82,2.0,5.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,2.7564450946803976,4.3,8.0,6.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
THE WINE GROUP,80009,FLIPFLOP PINOT GRIGIO - 1.5L,2.84,2.0,4.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,2.9246656426988396,4.8,2.0,3.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
SOUTHERN GLAZERS WINE AND SPIRITS,313028,FLO CHARD                      22440 - 750ML,1.22,0.0,0.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,1.2111898982888205,4.0,2.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
SOUTHERN GLAZERS WINE AND SPIRITS,313028,FLO CHARD                      22440 - 750ML,0.33,0.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.3158076547282521,5.0,0.0,0.6666666666666666,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False
SOUTHERN GLAZERS WINE AND SPIRITS,322005,FLO MOSCATO                   341749 - 750ML,0.42,0.0,1.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,0.4310234829131426,4.7,3.0,2.0,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False
SOUTHERN GLAZERS WINE AND SPIRITS,322005,FLO MOSCATO                   341749 - 750ML,0.08,0.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.08258139611230819,4.0,1.0,1.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
SOUTHERN GLAZERS WINE AND SPIRITS,313023,FLO RED BLEND                  22441 - 750ML,2.23,0.0,0.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,2.27804227020786,4.1,1.0,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True
SOUTHERN GLAZERS WINE AND SPIRITS,313023,FLO RED BLEND                  22441 - 750ML,0.16,0.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.16211321201491394,3.7,0.0,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
WILLIAM GRANT AND SONS INC,155837,FLOR DE CANA - GOLD - 750ML,3.23,5.0,0.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,3.3032920295237127,4.8,1.0,0.5,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
WILLIAM GRANT AND SONS INC,155837,FLOR DE CANA - GOLD - 750ML,3.82,4.0,1.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,3.983717368985877,4.4,0.0,0.6666666666666666,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False
WILLIAM GRANT AND SONS INC,54941,FLOR DE CANA 18YR - 750ML,6.62,7.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,6.621331266930448,4.3,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True
WILLIAM GRANT AND SONS INC,54941,FLOR DE CANA 18YR - 750ML,7.61,5.0,0.0,2020-09-01,104.67309393453672,5.066327815175181,3.2078787595436165,7.928973199492858,4.9,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
WILLIAM GRANT AND SONS INC,47126,FLOR DE CANA ORO - 1L,1.94,2.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,2.0176295273123483,3.9,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
WILLIAM GRANT AND SONS INC,11380,FLOR DE CANA RUM - CENTENARIO - 750ML,8.14,12.0,0.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,8.535855400494533,4.6,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
WILLIAM GRANT AND SONS INC,11380,FLOR DE CANA RUM - CENTENARIO - 750ML,7.41,5.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,7.1095750241405105,4.8,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True
WILLIAM GRANT AND SONS INC,11380,FLOR DE CANA RUM - CENTENARIO - 750ML,6.12,8.0,0.0,2020-09-01,104.67309393453672,5.066327815175181,3.2078787595436165,5.839346771070019,3.7,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True
WILLIAM GRANT AND SONS INC,58360,FLOR DE CANA RUM - GRAND RES - 750ML,27.49,27.0,9.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,27.298183393132796,4.0,1.0,5.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
WILLIAM GRANT AND SONS INC,43151,FLOR DE CANA X/DRY RUM - 750ML,30.68,32.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,32.05266595407556,4.4,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
SOUTHERN GLAZERS WINE AND SPIRITS,301752,FLOWERS S/C P/NOIR - 750ML,0.83,3.0,1.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,0.8291005090244774,4.0,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
SOUTHERN GLAZERS WINE AND SPIRITS,301752,FLOWERS S/C P/NOIR - 750ML,0.4,1.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.3971348024229242,3.5,1.0,0.6666666666666666,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
FLYING DOG BREWERY LLLP,28392,FLYING DOG BLOODLINE - 1/6K,0.0,0.0,3.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,0.0,3.7,6.0,4.5,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
FLYING DOG BREWERY LLLP,28392,FLYING DOG BLOODLINE - 1/6K,0.0,0.0,8.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.0,4.6,3.0,5.666666666666667,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False
FLYING DOG BREWERY LLLP,25961,FLYING DOG BLOODLINE 1/2K,0.0,0.0,7.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,0.0,4.5,16.0,11.5,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
FLYING DOG BREWERY LLLP,25961,FLYING DOG BLOODLINE 1/2K,0.0,0.0,6.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.0,4.1,7.0,9.666666666666666,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
FLYING DOG BREWERY LLLP,30791,FLYING DOG BLOODLINE 2/12 CAN,25.0,24.0,135.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,25.480579876163773,4.7,56.0,95.5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
FLYING DOG BREWERY LLLP,30791,FLYING DOG BLOODLINE 2/12 CAN,4.5,5.0,83.5,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,4.4963641521812745,3.9,135.0,91.5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
FLYING DOG BREWERY LLLP,28404,FLYING DOG BLOODLINE 4/6NR - 12OZ,97.08,86.0,403.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,96.30777171632536,4.3,330.75,366.875,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
FLYING DOG BREWERY LLLP,28404,FLYING DOG BLOODLINE 4/6NR - 12OZ,77.49,62.0,496.75,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,79.87553054950118,4.4,403.0,410.1666666666667,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True
FLYING DOG BREWERY LLLP,30870,FLYING DOG BLOODLINE NITRO 1/2KG,0.0,0.0,1.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,0.0,4.9,8.0,4.5,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
FLYING DOG BREWERY LLLP,31092,FLYING DOG BREWHOUSE RARITIES 4/6 NR,23.57,24.0,92.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,24.37736540145809,4.0,88.0,90.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
FLYING DOG BREWERY LLLP,31092,FLYING DOG BREWHOUSE RARITIES 4/6 NR,3.0,3.0,320.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,2.9527736513229343,3.7,92.0,166.66666666666666,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
FLYING DOG BREWERY LLLP,23335,FLYING DOG DBL DOG PALE ALE 1/6K,0.0,0.0,1.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.0,3.6,3.0,2.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
FLYING DOG BREWERY LLLP,23080,FLYING DOG DBL DOG PALE ALE 4/6 NR - 12OZ,130.96,153.0,575.25,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,124.84494105921075,4.9,422.0,498.625,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False
FLYING DOG BREWERY LLLP,23080,FLYING DOG DBL DOG PALE ALE 4/6 NR - 12OZ,110.95,90.0,670.75,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,116.04710046216697,4.9,575.25,556.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
FLYING DOG BREWERY LLLP,23072,FLYING DOG GONZO IMP PORTER 4/6 NR - 12OZ,21.83,23.0,88.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,21.24578973109403,4.8,87.0,87.5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
FLYING DOG BREWERY LLLP,23072,FLYING DOG GONZO IMP PORTER 4/6 NR - 12OZ,15.0,8.0,97.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,15.072061679278171,4.5,88.0,90.66666666666667,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
FLYING DOG BREWERY LLLP,26028,FLYING DOG LUCKY SOB 4/6 CAN,43.29,20.0,90.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,41.826786875278074,4.4,27.0,58.5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
FLYING DOG BREWERY LLLP,26028,FLYING DOG LUCKY SOB 4/6 CAN,0.71,0.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.6944399459771207,3.9,90.0,39.0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True
FLYING DOG BREWERY LLLP,28417,FLYING DOG MINT CONDITION STOUT 4/6 NR,0.25,0.0,0.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,0.25753094783651775,3.6,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
FLYING DOG BREWERY LLLP,51160,FLYING DOG NOTHING BUT A G THING HAZY PALE ALE 4/6 12OZ NR,1.54,0.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,1.5159218662922824,4.0,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
FLYING DOG BREWERY LLLP,25579,FLYING DOG NUMERO UNO  1/2K,0.0,0.0,8.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,0.0,4.3,16.0,12.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
FLYING DOG BREWERY LLLP,25579,FLYING DOG NUMERO UNO  1/2K,0.0,0.0,11.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.0,4.9,8.0,11.666666666666666,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False
FLYING DOG BREWERY LLLP,22988,FLYING DOG NUMERO UNO  1/6K,0.0,0.0,3.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,0.0,4.7,5.0,4.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False
FLYING DOG BREWERY LLLP,22988,FLYING DOG NUMERO UNO  1/6K,0.0,0.0,3.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.0,4.6,3.0,3.6666666666666665,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
FLYING DOG BREWERY LLLP,22917,FLYING DOG NUMERO UNO  4/6 CAN 12OZ,0.5,2.0,20.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,0.5139643335930919,4.6,0.0,10.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
FLYING DOG BREWERY LLLP,22917,FLYING DOG NUMERO UNO  4/6 CAN 12OZ,4.0,5.0,132.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,3.8755093398490366,3.7,20.0,50.666666666666664,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
FLYING DOG BREWERY LLLP,22917,FLYING DOG NUMERO UNO  4/6 CAN 12OZ,0.75,0.0,0.0,2020-09-01,104.67309393453672,5.066327815175181,3.2078787595436165,0.7508195382722558,4.7,132.0,38.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FLYING DOG BREWERY LLLP,30828,FLYING DOG NUMERO UNO 2/12 CAN,19.0,13.0,133.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,18.881725400054258,3.7,32.0,82.5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
FLYING DOG BREWERY LLLP,23866,FLYING DOG PALE ALE 1/6K,0.0,0.0,3.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,0.0,4.1,7.0,5.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
FLYING DOG BREWERY LLLP,25398,FLYING DOG PEARL NCKLCE CHESPKE ST NR,7.58,7.0,22.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,7.525878599974471,4.4,18.0,20.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
FLYING DOG BREWERY LLLP,25398,FLYING DOG PEARL NCKLCE CHESPKE ST NR,2.5,1.0,19.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,2.5552534373811437,3.6,22.0,19.666666666666668,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False
FLYING DOG BREWERY LLLP,88363,FLYING DOG POOL HOPPING 4/6 CAN,21.79,0.0,22.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,22.323876795385537,4.3,0.0,11.0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
FLYING DOG BREWERY LLLP,23772,FLYING DOG RAGING BITCH BELGIAN IPA -NR,137.45,150.0,657.75,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,133.5608762181354,4.0,488.75,573.25,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
FLYING DOG BREWERY LLLP,23772,FLYING DOG RAGING BITCH BELGIAN IPA -NR,113.2,100.0,660.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,116.49741123063687,3.7,657.75,602.1666666666666,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
FLYING DOG BREWERY LLLP,24020,FLYING DOG RAGING BITCH BELGIAN IPA 1/2 KEG,0.0,0.0,8.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,0.0,4.2,13.0,10.5,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True
FLYING DOG BREWERY LLLP,24020,FLYING DOG RAGING BITCH BELGIAN IPA 1/2 KEG,0.0,0.0,5.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.0,4.3,8.0,8.666666666666666,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False
FLYING DOG BREWERY LLLP,23528,FLYING DOG RAGING BITCH BELGIAN IPA 1/6,0.0,0.0,6.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,0.0,4.7,32.0,19.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
FLYING DOG BREWERY LLLP,23528,FLYING DOG RAGING BITCH BELGIAN IPA 1/6,0.0,0.0,7.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.0,4.6,6.0,15.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
FLYING DOG BREWERY LLLP,88364,FLYING DOG RAGING BITCH BELGIAN IPA 2/12 CAN,20.0,9.0,176.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,19.258327195406405,4.5,73.0,124.5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
FLYING DOG BREWERY LLLP,23258,FLYING DOG SNAKE DOG 1/2K,0.0,0.0,15.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,0.0,3.9,29.0,22.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True
FLYING DOG BREWERY LLLP,23258,FLYING DOG SNAKE DOG 1/2K,0.0,0.0,11.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.0,4.6,15.0,18.333333333333332,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
FLYING DOG BREWERY LLLP,5673,FLYING DOG SNAKE DOG 4/6 NR - 12OZ,61.29,57.0,334.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,61.94625037082109,4.0,292.0,313.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
FLYING DOG BREWERY LLLP,25980,FLYING DOG SNAKE DOG IPA 2/12 CANS - 12OZ,46.04,48.0,193.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,43.901173894394205,4.1,114.5,153.75,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
FLYING DOG BREWERY LLLP,25980,FLYING DOG SNAKE DOG IPA 2/12 CANS - 12OZ,44.5,36.0,260.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,46.67721200795388,4.3,193.0,189.16666666666666,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
FLYING DOG BREWERY LLLP,28499,FLYING DOG THE TRUTH - 1/6K,0.0,0.0,15.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,0.0,3.8,23.0,19.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
FLYING DOG BREWERY LLLP,28499,FLYING DOG THE TRUTH - 1/6K,0.0,0.0,16.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.0,3.9,15.0,18.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
FLYING DOG BREWERY LLLP,25581,FLYING DOG THE TRUTH 1/2K,0.0,0.0,8.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,0.0,4.2,17.0,12.5,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
FLYING DOG BREWERY LLLP,25581,FLYING DOG THE TRUTH 1/2K,0.0,0.0,9.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.0,4.0,8.0,11.333333333333334,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
FLYING DOG BREWERY LLLP,25603,FLYING DOG THE TRUTH 4/6NR - 12OZ,222.08,240.0,1328.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,230.53380128470673,3.6,968.75,1148.375,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True
FLYING DOG BREWERY LLLP,25603,FLYING DOG THE TRUTH 4/6NR - 12OZ,165.15,135.75,1304.21,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,167.4332417569994,3.6,1328.0,1200.32,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
FLYING DOG BREWERY LLLP,51154,FLYING DOG THE TRUTH 4/6PK 12OZ CAN,29.25,22.0,254.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,29.96538000176952,4.7,56.0,155.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
FLYING DOG BREWERY LLLP,61955,FLYING DOG THUNDERPEEL HAZY IPA 1/2 KEG,0.0,0.0,7.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.0,3.7,19.0,13.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True
FLYING DOG BREWERY LLLP,60760,FLYING DOG THUNDERPEEL HAZY IPA 1/6 KEG,0.0,0.0,5.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.0,3.5,2.0,3.5,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False
FLYING DOG BREWERY LLLP,51029,FLYING DOG THUNDERPEEL HAZY IPA 4/6PK 12OZ CAN,56.25,43.0,283.5,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,57.351912218117036,4.3,107.0,195.25,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
FLYING DOG BREWERY LLLP,28697,FLYING DOG TROPICAL BITCH 1/2KG,0.0,0.0,1.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.0,4.2,1.0,1.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
FLYING DOG BREWERY LLLP,28517,FLYING DOG TROPICAL BITCH IPA 4/6 NR,2.75,0.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,2.8165901296802422,4.8,316.0,158.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
FLYING DOG BREWERY LLLP,25543,FLYING DOG UNDERDOG GOLD LGR 1/2,0.0,0.0,3.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,0.0,3.5,4.0,3.5,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True
